name,price,depreciation,registration_date,mileage,owners,listing_url,brand
BMW 5 Series 520d Luxury,111800,29590.0,30-Oct-2017,0,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1343172&DL=3298&utm_content=SLeligible,bmw
Audi A6 3.0A TFSI Quattro S-tronic S-Line,60888,,01-Apr-2015,135888,4.0,https://www.sgcarmart.com/used_cars/info.php?ID=1343150&DL=4014,audi
Bentley Continental GT 4.0A V8,635999,70970.0,09-Apr-2021,21000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1327975&DL=3282&utm_content=SLeligible,bentley
Porsche Taycan Electric GTS,548000,52530.0,30-Dec-2022,5000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1343190&DL=4064&utm_content=SLeligible,porsche
Suzuki Landy Hybrid 1.8A G,202800,,0,12,,https://www.sgcarmart.com/used_cars/info.php?ID=1342916&DL=2410&utm_content=SLeligible,suzuki
Toyota Corolla Altis 1.6A Elegance,96000,14270.0,04-Nov-2020,85000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1336978&DL=1000&utm_content=SLeligible,toyota
Honda Odyssey 2.4A EXV-S Navi Res Sunroof,37000,17860.0,13-Jan-2016,146521,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1336937&DL=1000,honda
Mercedes-Benz S-Class S320L,180000,30470.0,24-Jul-2018,91000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1336841&DL=1000&utm_content=SLeligible,mercedes-benz
Honda Civic Hybrid 1.3A (COE till 06/2027),29800,11530.0,29-Jun-2007,180000,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1330474&DL=2726&utm_content=SLeligible,honda
Lexus NX Turbo NX300 Executive,132800,22400.0,25-Sep-2019,91650,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1343175&DL=2549,lexus
BMW 3 Series 320i (COE till 03/2029),51888,11950.0,24-Apr-1992,360000,6.0,https://www.sgcarmart.com/used_cars/info.php?ID=1336932&DL=1000,bmw
Peugeot 308 1.2A PureTech Allure Glass Roof,18888,10490.0,03-Mar-2016,132000,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1336838&DL=1000,peugeot
Toyota Vellfire 2.4A Z Platinum Selection (COE till 03/2033),118888,14250.0,02-May-2013,0,6.0,https://www.sgcarmart.com/used_cars/info.php?ID=1336824&DL=1000&utm_content=SLeligible,toyota
Honda Fit 1.3A G F-Package (OPC),68888,11460.0,26-Aug-2020,53000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1317952&DL=2726&utm_content=SLeligible,honda
Mercedes-Benz A-Class A35 AMG 4MATIC,196800,24750.0,29-Oct-2021,53124,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1324411&DL=3359&utm_content=SLeligible,mercedes-benz
Lexus NX Turbo NX300 Luxury Moonroof,117500,23540.0,29-Aug-2018,88000,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1324393&DL=3758&utm_content=SLeligible,lexus
Volkswagen Arteon 2.0A TSI Elegance,195000,20150.0,29-Aug-2023,14200,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1324378&DL=4449&utm_content=SLeligible,volkswagen
Mercedes-Benz 200E (COE till 12/2028),33888,8270.0,02-Oct-1989,0,6.0,https://www.sgcarmart.com/used_cars/info.php?ID=1324369&DL=4189,mercedes-benz
Volkswagen Passat 1.8A TFSI Sunroof,52800,13160.0,29-Sep-2017,116000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1324293&DL=2962&utm_content=SLeligible,volkswagen
Ssangyong Tivoli Diesel 1.6A Standard,68900,11020.0,25-Mar-2020,90000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1324262&DL=3271&utm_content=SLeligible,ssangyong
Audi A3 Sedan 1.4A TFSI S-tronic Attraction,29800,12780.0,28-Jul-2016,93450,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1324211&DL=3074&utm_content=SLeligible,audi
Toyota Prius Hybrid 1.8A S,88888,22130.0,14-Jun-2018,60000,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1324156&DL=1152&utm_content=SLeligible,toyota
Mazda 2 SP 1.5A (COE till 06/2026),21800,13720.0,29-Nov-2006,0,5.0,https://www.sgcarmart.com/used_cars/info.php?ID=1320771&DL=3214,mazda
BMW 5 Series 540i M-Sport Sunroof,128000,28660.0,19-Sep-2017,70000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1303402&DL=4189&utm_content=SLeligible,bmw
BMW Z4 M Roadster (COE till 01/2027),150888,69280.0,02-Feb-2007,79250,6.0,https://www.sgcarmart.com/used_cars/info.php?ID=1303344&DL=4113&utm_content=SLeligible,bmw
Audi A4 2.0A TFSI S-tronic,99000,24380.0,06-Mar-2018,61600,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1303284&DL=4189&utm_content=SLeligible,audi
Maserati Levante S GranLusso 3.0A Sunroof,219800,31940.0,15-Mar-2019,43000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1303256&DL=4449&utm_content=SLeligible,maserati
Rolls-Royce Silver Shadow (COE till 12/2031),76800,10830.0,31-Dec-2021,49650,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1296228&DL=1000,rolls-royce
Subaru Forester 2.0A XT Sunroof,42500,28640.0,29-Jan-2016,110000,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1275833&DL=1000,subaru
Audi TT RS Coupe 2.5A TFSI Quattro,268000,40600.0,07-Feb-2020,12000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1275644&DL=1000&utm_content=SLeligible,audi
Toyota Harrier 2.0A Elegance,59800,19360.0,13-Apr-2017,98000,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1272912&DL=4528&utm_content=SLeligible,toyota
Audi A3 2.0A TFSI Quattro (COE till 05/2028),45800,13050.0,25-Nov-2008,0,4.0,https://www.sgcarmart.com/used_cars/info.php?ID=1271056&DL=4405&utm_content=SLeligible,audi
BMW 3 Series 320i Efficient Dynamics (New 10-yr COE),120800,12070.0,27-Feb-2015,0,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1265960&DL=4528&utm_content=SLeligible,bmw
Toyota Noah Hybrid 1.8A X,196888,21820.0,11-Aug-2023,30,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1263762&DL=3175&utm_content=SLeligible,toyota
Rolls-Royce Ghost (COE till 03/2033),509800,61490.0,12-Mar-2013,26568,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1263035&DL=3350&utm_content=SLeligible,rolls-royce
Mercedes-Benz GLC-Class GLC300 Mild Hybrid AMG Line,278800,26980.0,18-Dec-2023,10000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1257377&DL=1368&utm_content=SLeligible,mercedes-benz
Skoda Karoq 1.5A TSI Ambition,76800,15550.0,30-Jan-2019,104000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1219862&DL=1242&utm_content=SLeligible,skoda
Mercedes-Benz GLB-Class GLB200 AMG Line Premium Plus 7-Seater,176800,24430.0,28-Dec-2020,85000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1210645&DL=3159&utm_content=SLeligible,mercedes-benz
BMW 5 Series 523i (COE till 10/2029),68800,13960.0,24-May-2010,205000,5.0,https://www.sgcarmart.com/used_cars/info.php?ID=1301508&DL=2726&utm_content=SLeligible,bmw
Mazda 5 2.0A Sunroof,10800,,19-Nov-2014,0,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1333879&DL=4071,mazda
BMW 3 Series 316i M-Sport (COE till 01/2033),108800,13310.0,28-Jan-2013,79500,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1324434&DL=2412&utm_content=SLeligible,bmw
Mercedes-Benz A-Class A180 Style,22555,14240.0,28-Oct-2015,118000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1324406&DL=2391,mercedes-benz
Toyota Vios 1.5A E,48588,12830.0,28-Feb-2018,67000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1324400&DL=4323&utm_content=SLeligible,toyota
Toyota Estima 2.4A Aeras (COE till 12/2028),52800,13150.0,02-Dec-2008,150000,6.0,https://www.sgcarmart.com/used_cars/info.php?ID=1324339&DL=4472&utm_content=SLeligible,toyota
MINI Cooper S 1.6A (COE till 12/2028),47800,11770.0,19-Dec-2008,138271,6.0,https://www.sgcarmart.com/used_cars/info.php?ID=1324221&DL=1034&utm_content=SLeligible,mini
Mazda 3 HB 1.5A Deluxe Sunroof,14800,,30-Apr-2015,0,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1324191&DL=1079,mazda
Toyota Wish 1.8A (New 5-yr COE),69800,13950.0,12-Feb-2015,220000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1324172&DL=4659&utm_content=SLeligible,toyota
Jaguar F-PACE Diesel 2.0A Portfolio Sunroof,86900,21020.0,13-Jan-2017,93800,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1324171&DL=4659&utm_content=SLeligible,jaguar
Nissan X-Trail 2.0A Premium 7-Seater Sunroof,73000,18400.0,26-Feb-2018,95000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1324141&DL=3163&utm_content=SLeligible,nissan
Toyota Vellfire 2.5A Z A-Edition Moonroof (New 10-yr COE),165000,16490.0,01-Aug-2015,0,5.0,https://www.sgcarmart.com/used_cars/info.php?ID=1324027&DL=1059&utm_content=SLeligible,toyota
Ferrari 488 Spider,795000,204800.0,13-Jul-2017,28500,4.0,https://www.sgcarmart.com/used_cars/info.php?ID=1303460&DL=2511&utm_content=SLeligible,ferrari
Ferrari F12berlinetta 6.3A,785000,221130.0,25-Jan-2017,18000,5.0,https://www.sgcarmart.com/used_cars/info.php?ID=1303457&DL=2511&utm_content=SLeligible,ferrari
Bentley Continental GT Convertible 4.0A V8,1000000,98380.0,28-Jun-2022,4200,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1303445&DL=3003&utm_content=SLeligible,bentley
Datsun 280ZX (COE till 07/2032),70000,,19-Jul-2022,0,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1303375&DL=4659,datsun
Kia Picanto 1.1A EX (COE till 09/2025),10500,12570.0,29-Sep-2010,99000,4.0,https://www.sgcarmart.com/used_cars/info.php?ID=1303294&DL=2541,kia
Audi Q3 1.4A TFSI S-tronic,69500,17780.0,10-Oct-2017,102000,4.0,https://www.sgcarmart.com/used_cars/info.php?ID=1285393&DL=2021&utm_content=SLeligible,audi
Lamborghini Aventador LP700-4 (COE till 06/2031),570888,86610.0,24-Nov-2011,0,6.0,https://www.sgcarmart.com/used_cars/info.php?ID=1282776&DL=3837&utm_content=SLeligible,lamborghini
Honda ZR-V Hybrid 2.0A e-HEV X,182888,18090.0,18-Mar-2024,5000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1282694&DL=3892&utm_content=SLeligible,honda
McLaren 650S (New 10-yr COE),499900,49960.0,21-Jul-2014,28000,5.0,https://www.sgcarmart.com/used_cars/info.php?ID=1275160&DL=3486&utm_content=SLeligible,mclaren
Mercedes-Benz 200E (COE till 02/2029),41800,9820.0,29-Jan-1992,0,6.0,https://www.sgcarmart.com/used_cars/info.php?ID=1264785&DL=1172,mercedes-benz
Mercedes-Benz CLA-Class CLA180 AMG Line,105888,20340.0,09-May-2019,81000,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1264666&DL=2239&utm_content=SLeligible,mercedes-benz
Volkswagen Golf GTI 5DR (COE till 04/2031),92000,14320.0,17-Jun-2011,115000,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1257436&DL=3519&utm_content=SLeligible,volkswagen
Kia Cerato K3 1.6A,41800,12210.0,08-Nov-2017,0,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1246334&DL=2775&utm_content=SLeligible,kia
Maserati GranTurismo 4.2A (COE till 06/2033),178888,20860.0,24-Jun-2013,0,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1246104&DL=3126&utm_content=SLeligible,maserati
Opel Astra 1.0A,26800,12710.0,27-Oct-2016,0,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1239599&DL=2775&utm_content=SLeligible,opel
Ferrari GTC4Lusso T,868000,,25-Oct-2021,25000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1233129&DL=4386&utm_content=SLeligible,ferrari
Jaguar S-Type 3.0SE (COE till 04/2031),81800,12850.0,09-Apr-2001,60800,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1229709&DL=1061,jaguar
Mazda 3 1.5A Sunroof,23500,14500.0,27-Jan-2016,0,4.0,https://www.sgcarmart.com/used_cars/info.php?ID=1223873&DL=2775,mazda
Toyota Estima 2.4A Aeras Sunroof,86777,22150.0,03-Nov-2017,63000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1212025&DL=2783&utm_content=SLeligible,toyota
Honda Vezel Hybrid 1.5A X Honda Sensing,44800,13990.0,07-Dec-2017,0,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1210792&DL=1034&utm_content=SLeligible,honda
Aston Martin V8 Vantage Coupe 4.3M (COE till 11/2028),99800,24660.0,08-Jan-2009,110000,6.0,https://www.sgcarmart.com/used_cars/info.php?ID=1210759&DL=3321&utm_content=SLeligible,aston
Volkswagen Jetta GP 1.4A TSI Highline,42777,12750.0,24-May-2017,76634,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1196642&DL=2783&utm_content=SLeligible,volkswagen
Mitsubishi Attrage 1.2A,33800,12240.0,19-Jun-2017,78300,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1164879&DL=2775&utm_content=SLeligible,mitsubishi
Kia Cerato K3 1.6A,32800,10390.0,08-Jun-2017,115000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1343130&DL=3758&utm_content=SLeligible,kia
Peugeot 3008 1.2A PureTech EAT6 Active,51999,12600.0,26-Jan-2018,150000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1343127&DL=3271&utm_content=SLeligible,peugeot
Volkswagen Golf 1.2A TSI,16999,14440.0,22-Oct-2015,140000,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1343110&DL=3271,volkswagen
Mitsubishi Space Star 1.2A,67900,11570.0,14-Jul-2020,0,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1343125&DL=3649&utm_content=SLeligible,mitsubishi
SEAT Leon CUPRA Sportstourer 2.0A TSI,92000,25590.0,21-Sep-2017,140000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1343121&DL=4543&utm_content=SLeligible,seat
Volvo V40 T2,39800,13430.0,17-Feb-2017,93000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1342861&DL=3853&utm_content=SLeligible,volvo
Mercedes-Benz GLA-Class GLA200 Urban Edition (New 10-yr COE),129800,12970.0,09-Feb-2015,180000,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1325923&DL=4300&utm_content=SLeligible,mercedes-benz
Volkswagen New Beetle 1.6A (COE till 02/2030),50888,9680.0,04-Mar-2010,124000,4.0,https://www.sgcarmart.com/used_cars/info.php?ID=1319149&DL=4300&utm_content=SLeligible,volkswagen
Toyota C-HR Hybrid 1.8A S,61000,15160.0,06-Jun-2018,130965,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1343082&DL=3597&utm_content=SLeligible,toyota
Toyota Corolla Altis 1.6A Elegance,77800,13750.0,16-Oct-2019,78000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1343014&DL=4721&utm_content=SLeligible,toyota
Lotus Emira 3.5M,498000,49550.0,30-Mar-2023,5200,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1242224&DL=2051&utm_content=SLeligible,lotus
Honda City 1.5A SV,56888,13990.0,10-May-2018,67000,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1266543&DL=4721&utm_content=SLeligible,honda
Audi A4 1.8A TFSI MU (COE till 04/2031),94000,14700.0,20-Apr-2011,51500,4.0,https://www.sgcarmart.com/used_cars/info.php?ID=1343022&DL=3573&utm_content=SLeligible,audi
Honda Freed Hybrid 1.5A G 7-Seater Honda Sensing,146800,16870.0,07-Feb-2023,0,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1343064&DL=1127&utm_content=SLeligible,honda
Honda Civic 1.8A (COE till 10/2028),45888,11700.0,29-Oct-2008,0,4.0,https://www.sgcarmart.com/used_cars/info.php?ID=1343072&DL=1112&utm_content=SLeligible,honda
Toyota GR Supra 3.0A,210000,32760.0,24-Feb-2020,41000,4.0,https://www.sgcarmart.com/used_cars/info.php?ID=1342982&DL=4120&utm_content=SLeligible,toyota
Mercedes-Benz A-Class A200 Saloon,117800,17290.0,06-Nov-2020,0,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1324836&DL=1354&utm_content=SLeligible,mercedes-benz
Jaguar XE 2.0A TSS,52800,14060.0,13-Feb-2017,139339,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1313868&DL=1354&utm_content=SLeligible,jaguar
Honda HR-V 1.5A DX,42800,13350.0,19-Jul-2017,130581,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1342969&DL=2014&utm_content=SLeligible,honda
Mercedes-Benz CLA-Class CLA180 (New 5-yr COE),68500,13690.0,10-Dec-2014,123000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1330299&DL=3416&utm_content=SLeligible,mercedes-benz
Volkswagen Touran Diesel 1.6A TDI Comfortline,45800,12540.0,30-Oct-2017,0,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1318653&DL=1354&utm_content=SLeligible,volkswagen
Aston Martin DB11 V12 5.2A,410000,86460.0,20-Sep-2017,39849,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1308114&DL=2034&utm_content=SLeligible,aston
Volkswagen T-Cross 1.0A TSI R-Line,109800,14760.0,21-Jul-2021,28000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1342592&DL=2642&utm_content=SLeligible,volkswagen
Mazda 3 1.5A (COE till 05/2029),46800,10380.0,24-Jun-2014,0,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1342266&DL=4390&utm_content=SLeligible,mazda
Toyota Previa 2.4A Aeras Moonroof,70800,20750.0,08-May-2017,38000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1330276&DL=3214&utm_content=SLeligible,toyota
Honda Shuttle 1.5A G Honda Sensing,84888,13030.0,14-Dec-2020,51000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1343009&DL=2008&utm_content=SLeligible,honda
Mazda CX-5 2.0A Premium,91800,16610.0,26-Jun-2019,73000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1342074&DL=4108&utm_content=SLeligible,mazda
Toyota Alphard 2.5A S C-Package Moonroof,240000,32400.0,20-Apr-2021,52900,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1315297&DL=2029&utm_content=SLeligible,toyota
Honda Freed 1.5A G 7-Seater Honda Sensing,156500,15380.0,24-May-2024,770,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1308794&DL=2029&utm_content=SLeligible,honda
Honda HR-V 1.5A LX,39800,17090.0,08-Sep-2016,0,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1342972&DL=4404&utm_content=SLeligible,honda
Honda Integra Type R 2.0M (COE till 05/2028),99800,28960.0,09-May-2008,180000,4.0,https://www.sgcarmart.com/used_cars/info.php?ID=1336086&DL=3989&utm_content=SLeligible,honda
Mercedes-Benz V-Class V260L Avantgarde,150800,28070.0,12-Feb-2019,67000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1311708&DL=3214&utm_content=SLeligible,mercedes-benz
Nissan GTR 3.8A (New 10-yr COE),280000,27980.0,02-Dec-2008,60000,6.0,https://www.sgcarmart.com/used_cars/info.php?ID=1331689&DL=3867&utm_content=SLeligible,nissan
Volkswagen Golf GTI 5DR Sunroof,75800,24400.0,17-Mar-2017,100000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1116998&DL=1010&utm_content=SLeligible,volkswagen
Maserati Ghibli 3.0A,129800,26950.0,25-May-2017,58000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1230302&DL=1010&utm_content=SLeligible,maserati
Mercedes-Benz CLA-Class CLA200 Urban,73800,19430.0,20-Dec-2017,74000,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1332446&DL=1010&utm_content=SLeligible,mercedes-benz
Subaru Forester 2.0i-L Sunroof,25800,17290.0,26-Dec-2015,111180,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1182086&DL=1010,subaru
Mercedes-Benz GLC-Class GLC200,108000,24670.0,29-Mar-2018,127000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1342908&DL=3758&utm_content=SLeligible,mercedes-benz
Subaru Forester 2.5XT Sunroof (COE till 08/2028),52900,14140.0,25-Aug-2008,0,6.0,https://www.sgcarmart.com/used_cars/info.php?ID=1342260&DL=3271&utm_content=SLeligible,subaru
Mercedes-Benz CLA-Class CLA180 (New 5-yr COE),69800,13950.0,12-Nov-2014,95000,4.0,https://www.sgcarmart.com/used_cars/info.php?ID=1341538&DL=3175&utm_content=SLeligible,mercedes-benz
Maserati GranCabrio 4.7A (COE till 08/2030),131800,22880.0,15-Oct-2010,69000,5.0,https://www.sgcarmart.com/used_cars/info.php?ID=1204176&DL=3875&utm_content=SLeligible,maserati
Honda Civic Hybrid 1.3A (COE till 09/2029),48888,10090.0,04-Nov-2009,0,6.0,https://www.sgcarmart.com/used_cars/info.php?ID=1342889&DL=3283&utm_content=SLeligible,honda
BMW 5 Series 523i (COE till 09/2031),80000,11690.0,30-Sep-2011,158000,5.0,https://www.sgcarmart.com/used_cars/info.php?ID=1342883&DL=3976&utm_content=SLeligible,bmw
Volkswagen Golf GTI 5DR (COE till 06/2028),46800,13320.0,02-Jun-2008,0,6.0,https://www.sgcarmart.com/used_cars/info.php?ID=1342882&DL=4038&utm_content=SLeligible,volkswagen
Mercedes-Benz S-Class S400L Hybrid AMG,101888,,20-Mar-2015,135000,4.0,https://www.sgcarmart.com/used_cars/info.php?ID=1323775&DL=4737,mercedes-benz
Mercedes-Benz E-Class E200 Avantgarde,144800,22850.0,08-Nov-2019,103000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1336803&DL=1000&utm_content=SLeligible,mercedes-benz
Lamborghini Gallardo LP570-4 Superleggera (COE till 11/2029),288000,57470.0,26-Feb-2011,62300,6.0,https://www.sgcarmart.com/used_cars/info.php?ID=1336753&DL=1000&utm_content=SLeligible,lamborghini
BMW 3 Series 318i M-Sport,158888,19840.0,28-Jul-2021,88000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1336748&DL=1000&utm_content=SLeligible,bmw
Land Rover Range Rover Evoque 2.0A 5DR TSS,65500,17100.0,09-Jan-2017,71300,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1336735&DL=1000&utm_content=SLeligible,land
Mazda MX-5 RF 2.0M,105000,26630.0,07-Feb-2018,68000,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1336732&DL=1000&utm_content=SLeligible,mazda
BMW X4 xDrive28i M-Sport Sunroof (New 10-yr COE),158000,15790.0,24-Oct-2014,112000,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1330358&DL=4300&utm_content=SLeligible,bmw
BMW 5 Series 523i (COE till 07/2030),81800,14420.0,30-Jul-2010,190000,4.0,https://www.sgcarmart.com/used_cars/info.php?ID=1324102&DL=3600&utm_content=SLeligible,bmw
BMW X4 xDrive30i M-Sport,168800,29730.0,30-Apr-2019,72000,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1324023&DL=3175&utm_content=SLeligible,bmw
BMW M5 Competition,310000,50780.0,22-Feb-2019,19500,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1323992&DL=4695&utm_content=SLeligible,bmw
BMW 7 Series 730Li Sunroof (COE till 09/2030),78888,13500.0,28-Mar-2011,135000,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1323991&DL=4189&utm_content=SLeligible,bmw
Porsche Boxster 2.7A PDK (COE till 12/2032),193888,23970.0,28-Dec-2012,150000,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1323957&DL=4189&utm_content=SLeligible,porsche
BMW 2 Series 216d Gran Tourer,46500,12720.0,17-Jul-2017,104413,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1323947&DL=3597&utm_content=SLeligible,bmw
Mazda 3 1.5A,35800,11660.0,24-Jul-2017,112000,4.0,https://www.sgcarmart.com/used_cars/info.php?ID=1323940&DL=4189&utm_content=SLeligible,mazda
Kia Cerato 1.6A SX Sunroof,69000,12390.0,12-Sep-2019,77705,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1323928&DL=3597&utm_content=SLeligible,kia
Peugeot 3008 1.2A PureTech EAT6 Allure,51000,13250.0,27-Dec-2017,109143,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1323914&DL=3597&utm_content=SLeligible,peugeot
Mazda CX-8 2.5A Super Luxury 6-Seater,180800,20270.0,17-Jan-2023,35000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1323887&DL=3981&utm_content=SLeligible,mazda
Kia Sportage 2.0A GT Line,43800,13180.0,29-Mar-2017,127162,2.0,https://www.sgcarmart.com/used_cars/info.php?ID=1323804&DL=3074&utm_content=SLeligible,kia
Mercedes-Benz C-Class C180 Avantgarde (New 5-yr COE),85000,16990.0,11-Jun-2015,119570,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1323786&DL=3597&utm_content=SLeligible,mercedes-benz
BMW 3 Series 320i Convertible (COE till 09/2030),65888,11270.0,31-Dec-2010,147000,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1323762&DL=4189&utm_content=SLeligible,bmw
BMW 5 Series 520i Mild Hybrid M-Sport,237800,26080.0,14-Nov-2022,33346,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1323755&DL=1368&utm_content=SLeligible,bmw
Mercedes-Benz A-Class A200 Progressive,86000,16780.0,14-Dec-2018,73485,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1323561&DL=3597&utm_content=SLeligible,mercedes-benz
Volvo XC60 2.0T (COE till 04/2031),81888,12840.0,13-Apr-2011,130000,3.0,https://www.sgcarmart.com/used_cars/info.php?ID=1307641&DL=2655&utm_content=SLeligible,volvo
Mercedes-Benz CLS-Class CLS300d AMG Line Premium Plus,248000,30710.0,30-Jun-2021,69563,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1303193&DL=3597&utm_content=SLeligible,mercedes-benz
Toyota Alphard 2.5A S C-Package Moonroof,290988,27840.0,27-May-2024,68,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1303182&DL=2010&utm_content=SLeligible,toyota
Hyundai Avante 1.6M (COE till 04/2029),31800,7190.0,12-May-2009,136000,5.0,https://www.sgcarmart.com/used_cars/info.php?ID=1303053&DL=4343&utm_content=SLeligible,hyundai
Mercedes-Benz GLS-Class GLS400d AMG Line 4MATIC Premium,355888,43820.0,10-Jun-2021,51000,1.0,https://www.sgcarmart.com/used_cars/info.php?ID=1303044&DL=4460&utm_content=SLeligible,mercedes-benz
BMW M4 Coupe (New 10-yr COE),279888,27970.0,25-May-2015,66588,5.0,https://www.sgcarmart.com/used_cars/info.php?ID=1302887&DL=4014&utm_content=SLeligible,bmw
Ferrari California 4.3A (COE till 05/2031),295800,45440.0,27-Jul-2011,109100,4.0,https://www.sgcarmart.com/used_cars/info.php?ID=1302876&DL=3175&utm_content=SLeligible,ferrari
